novel_name,author,novelurl,serialstatus,serialnumber,category,collects,reviews,month
狼变,oo狼来了oo,http://book.zongheng.com/book/700311.html,连载中,53957,修真,1,5,3
乱弹大明,盛家长孙,http://book.zongheng.com/book/700312.html,连载中,49755,历史,1,30,20
乱世将军,灵魂的微笑,http://book.zongheng.com/book/700314.html,连载中,28243,玄幻,0,5,1
我的完美校花,飞鸟青鱼,http://book.zongheng.com/book/700315.html,连载中,21596,都市,0,13,10
棺人,陌白,http://book.zongheng.com/book/700316.html,连载中,51806,推理,2,8,3
布偶咒灵,天涯公子,http://book.zongheng.com/book/700317.html,连载中,43850,推理,0,5,2
阴阳先生传奇,唐驎,http://book.zongheng.com/book/700318.html,连载中,48615,推理,1,10,7
极品助理,伊子陵,http://book.zongheng.com/book/700319.html,连载中,44849,都市,0,17,12
末世重生之轮回莲,灾星老妖.,http://book.zongheng.com/book/700320.html,连载中,83301,玄幻,3,27,25
极品牛郎,月影邪.,http://book.zongheng.com/book/700321.html,连载中,29890,都市,0,22,17
花花皇子斗蛮妃,南宫安少,http://book.zongheng.com/book/700322.html,连载中,43380,历史,0,14,12
五龙劫,月下天痴,http://book.zongheng.com/book/700323.html,连载中,48734,修真,0,4,1
重生倚天之北冥神功,血之伤爱之恨.,http://book.zongheng.com/book/700326.html,连载中,36331,修真,1,81,54
附身前世去修真,翎风,http://book.zongheng.com/book/700327.html,连载中,54818,修真,0,10,6
水木年华还是水木华年,刘继安,http://book.zongheng.com/book/700329.html,连载中,53072,都市,0,3,0
龙门护卫,郭徐辉,http://book.zongheng.com/book/700330.html,连载中,54411,都市,0,5,2
不灭战圣,六两清酒,http://book.zongheng.com/book/700331.html,连载中,31272,修真,0,6,2
枭雄是怎样炼成的,神话,http://book.zongheng.com/book/700332.html,连载中,39583,都市,0,6,3
圣杀者,夜无魂,http://book.zongheng.com/book/700333.html,连载中,50436,玄幻,0,10,7
混世种神,落情泪.,http://book.zongheng.com/book/700334.html,连载中,54145,玄幻,0,10,7
巅峰之神,神舟人,http://book.zongheng.com/book/700335.html,连载中,50353,玄幻,0,7,4
贼临异界,笨笨的笨笨,http://book.zongheng.com/book/700336.html,连载中,35263,玄幻,0,9,4
传奇世界之战神再现,依海听风,http://book.zongheng.com/book/700337.html,连载中,43804,玄幻,0,13,9
风见沙,风见沙,http://book.zongheng.com/book/700338.html,连载中,40046,玄幻,0,3,0
幻梦玄天,小花猪,http://book.zongheng.com/book/700340.html,连载中,102789,玄幻,0,3,0
孤站天下,血海苍阳,http://book.zongheng.com/book/700339.html,连载中,33850,都市,0,5,1
篮球之双子星,韦李华,http://book.zongheng.com/book/700341.html,连载中,30088,都市,0,20,16
天命法神,夏天的枫,http://book.zongheng.com/book/700342.html,连载中,26987,玄幻,0,9,5
修真迷途,摇摇摇,http://book.zongheng.com/book/700343.html,连载中,24309,修真,0,13,8
神火至尊,神图,http://book.zongheng.com/book/700344.html,连载中,44597,玄幻,0,4,0
兴宋,东北鑫仔,http://book.zongheng.com/book/700345.html,连载中,50317,历史,1,71,51
隋唐道尊,铁木嶒,http://book.zongheng.com/book/700346.html,连载中,52130,玄幻,0,15,9
神能变丹师,庸龙九阳.,http://book.zongheng.com/book/700348.html,连载中,46043,玄幻,0,4,0
我当地狱信使那些年,越关山,http://book.zongheng.com/book/700347.html,连载中,40862,推理,0,2,0
朱雀传人纵横异世,月夜澈.,http://book.zongheng.com/book/700349.html,连载中,74477,玄幻,0,9,4
战兵天下,无字碑,http://book.zongheng.com/book/700350.html,连载中,37501,玄幻,0,5,2
文人著书,道玄真君,http://book.zongheng.com/book/698871.html,连载中,2064,玄幻,0,4,3
极品教师,易九天,http://book.zongheng.com/book/700356.html,连载中,30288,玄幻,0,28,23
修神之无限化身,天火,http://book.zongheng.com/book/700357.html,连载中,48157,修真,0,12,9
至尊情帝,真爱~一生,http://book.zongheng.com/book/700358.html,连载中,47570,修真,0,19,15
傲神,七夜圣君,http://book.zongheng.com/book/700359.html,连载中,39048,都市,0,6,0
玄灵大陆,幻灵师,http://book.zongheng.com/book/700360.html,连载中,25693,玄幻,0,10,6
斗邪灵,火山压耳,http://book.zongheng.com/book/700361.html,连载中,52191,玄幻,0,9,2
傲界苍穹,凤呜哀伤,http://book.zongheng.com/book/700362.html,连载中,31392,玄幻,0,12,1
恶化,埋金,http://book.zongheng.com/book/700363.html,连载中,49995,科幻,1,16,7
风逍遥,周颉,http://book.zongheng.com/book/700364.html,连载中,52745,玄幻,0,6,1
祭器,梨臣,http://book.zongheng.com/book/700365.html,连载中,81796,修真,0,16,12
甲申,冠军候,http://book.zongheng.com/book/700366.html,连载中,84080,历史,1,72,57
松江录,隐南坡,http://book.zongheng.com/book/700368.html,连载中,60724,修真,0,5,1
天劫难渡,岐鹿,http://book.zongheng.com/book/700369.html,连载中,82977,修真,0,7,5
异次元王朝,鬼龙剑圣王,http://book.zongheng.com/book/700313.html,连载中,32774,玄幻,1,7,4
五色爱情,萌萌不萌,http://book.zongheng.com/book/700371.html,连载中,175595,都市,0,3,1
七瞳,神羽夜,http://book.zongheng.com/book/700367.html,连载中,82691,科幻,0,16,10
疾驰疯狂的时光,火龙果,http://book.zongheng.com/book/700373.html,连载中,76543,都市,0,9,5
姑苏城外有故事,苏辜.,http://book.zongheng.com/book/700377.html,连载中,30293,修真,0,13,9
燃烧,苏辜.,http://book.zongheng.com/book/700378.html,连载中,31090,都市,0,11,6
寻珠,天羽,http://book.zongheng.com/book/700379.html,连载中,70653,推理,1,7,4
妖商,掸子,http://book.zongheng.com/book/700380.html,连载中,32423,都市,0,7,1
魔道,神御太保.,http://book.zongheng.com/book/700381.html,连载中,51814,玄幻,1,7,1
系统之女王大人,灾星老妖.,http://book.zongheng.com/book/700385.html,连载中,45238,玄幻,0,4,1
异世逍遥路,一生红人,http://book.zongheng.com/book/700387.html,连载中,50202,玄幻,1,9,4
暧昧高手,思思我养你,http://book.zongheng.com/book/700388.html,连载中,48131,都市,0,34,25
次元修真界,雷神之剑,http://book.zongheng.com/book/700389.html,连载中,24046,修真,0,15,9
私家侦探,极品黑马,http://book.zongheng.com/book/700390.html,连载中,40650,推理,0,8,5
太空流浪,夜墨,http://book.zongheng.com/book/700391.html,连载中,50967,科幻,0,25,15
死囚,开山猪.,http://book.zongheng.com/book/700392.html,连载中,17669,推理,0,11,9
桃色官路,重口味老石头.,http://book.zongheng.com/book/700393.html,连载中,29072,都市,0,32,21
三人行,斯文败类,http://book.zongheng.com/book/700394.html,连载中,56973,都市,0,40,32
浮途青春,风花雪月夜,http://book.zongheng.com/book/700395.html,连载中,29686,都市,0,20,11
参天,凌晨疯子,http://book.zongheng.com/book/700396.html,连载中,39099,修真,2,32,25
机甲无限进化,小水水.,http://book.zongheng.com/book/700397.html,连载中,44575,科幻,0,38,29
七圣,妖界史官,http://book.zongheng.com/book/700398.html,连载中,72235,玄幻,0,6,3
神兽朱雀,东方朱雀.,http://book.zongheng.com/book/700399.html,连载中,63792,都市,0,25,18
幻灵传说,尔仙,http://book.zongheng.com/book/700401.html,连载中,67213,推理,0,15,8
修真古董商,潇潇幽兰.,http://book.zongheng.com/book/700414.html,连载中,36580,修真,0,27,19
妻妾成群,十一戒,http://book.zongheng.com/book/700415.html,连载中,69671,都市,0,41,31
终极刺杀,思光取叶.,http://book.zongheng.com/book/700416.html,连载中,30247,玄幻,0,6,2
终极高手,大高手,http://book.zongheng.com/book/700417.html,连载中,25628,都市,3,60,48
都市妖神令,无心和尚,http://book.zongheng.com/book/700418.html,连载中,19899,争霸,0,8,6
铁刀问道,言成蹊,http://book.zongheng.com/book/699268.html,连载中,21091,修真,1,33,6
舞魂者,凛冬之蕉,http://book.zongheng.com/book/674912.html,连载中,114535,争霸,8,163,3
永恒的空间,火链,http://book.zongheng.com/book/699051.html,连载中,7639,星际,0,7,1
重生之霸气军嫂,烟寒无云则初香,http://book.zongheng.com/book/579287.html,连载中,35022,重生,153,105256,11464
青枫白帝城,南岛青枫,http://book.zongheng.com/book/678623.html,连载中,36943,架空,6,383,58
霸都,我乃狂魔,http://book.zongheng.com/book/700005.html,连载中,3471,都市,0,5,0
边关城主,梵子夕,http://book.zongheng.com/book/677963.html,连载中,109883,仙侠,3,326,153
清澈与世界,素耶,http://book.zongheng.com/book/670174.html,连载中,10730,重生,1,38,5
圣龙皇,龙殳,http://book.zongheng.com/book/557768.html,连载中,192973,异世,6,817,2
看小爷称霸异世界,霜亭芊菥,http://book.zongheng.com/book/683157.html,连载中,100312,异世,3,337,1
归人,鬃狼,http://book.zongheng.com/book/677248.html,连载中,12059,惊悚,1,13,1
剑斩轮回,枫林疏竹,http://book.zongheng.com/book/699082.html,连载中,24571,玄幻,4,27,0
唐朝公主来我家,塞外客,http://book.zongheng.com/book/698932.html,连载中,27181,穿梭,1,59,14
无言青春之无悔,龙杰,http://book.zongheng.com/book/628589.html,连载中,16712,都市,3,102,4
斗破玄帝,鹰眼叔,http://book.zongheng.com/book/642412.html,连载中,100813,玄幻,9,888,132
万界之时空刻印,喵星二爷,http://book.zongheng.com/book/686754.html,连载中,108324,异术,2,161,5
哈利波特之我是纳威,孤魂风韵,http://book.zongheng.com/book/643518.html,连载中,88744,玄幻,17,2203,141
手机里有个锁魂塔,轮三板斧,http://book.zongheng.com/book/699395.html,连载中,17037,都市,0,14,2
战狼3,A衣辰玉,http://book.zongheng.com/book/692921.html,连载中,11419,军旅,2,581,159
武元控天,威廉呼呼,http://book.zongheng.com/book/698783.html,连载中,55936,异世,1,24,2
诛戮九天,玄古坤,http://book.zongheng.com/book/699561.html,连载中,2090,异世,1,10,0
冥录,Mist,http://book.zongheng.com/book/688811.html,连载中,42516,玄幻,2,18,0
末世烈班车,凉酒少女,http://book.zongheng.com/book/694474.html,连载中,4224,争霸,0,15,0
冥王之轮回游戏,近凡想,http://book.zongheng.com/book/700435.html,连载中,2226,异术,0,1,1
平行世界篮球梦,恨如烟云,http://book.zongheng.com/book/700458.html,连载中,32084,竞技,0,45,41
中州问剑,花洲,http://book.zongheng.com/book/549056.html,连载中,141491,武侠,43,1798,55
天选之书,北以北,http://book.zongheng.com/book/699569.html,连载中,30020,异术,5,29,8
凌墨羽之异世游行,苏尘墨,http://book.zongheng.com/book/693167.html,连载中,113039,穿梭,6,165,62
时光遇见你,弦清亦舒,http://book.zongheng.com/book/672705.html,连载中,115078,都市,6,400,9
天心战道,乡间草,http://book.zongheng.com/book/697225.html,连载中,53254,玄幻,0,15,5
老子是村长,魔语冰殇,http://book.zongheng.com/book/206808.html,连载中,5040001,都市,20055,7027037,5000
大明伪君子,正直小郎君,http://book.zongheng.com/book/646902.html,连载中,85557,历史,55,3982,78
审判之城,陈肇,http://book.zongheng.com/book/690318.html,连载中,54259,异世,16,204,18
化梦,八话,http://book.zongheng.com/book/700468.html,连载中,13512,异世,0,5,1
龙心裂,风俞,http://book.zongheng.com/book/696029.html,连载中,8120,玄幻,2,17,1
末法天行,温砸的,http://book.zongheng.com/book/699357.html,连载中,2852,争霸,0,2,2
血绒花,同名有罪,http://book.zongheng.com/book/594485.html,连载中,22503,吸血,5,1019,6
破军命,呛鼻,http://book.zongheng.com/book/699575.html,连载中,21652,修真,0,21,4
极游傲世之无限神制,凯货X,http://book.zongheng.com/book/700472.html,连载中,4291,异世,1,6,1
源码世界,步钧,http://book.zongheng.com/book/600441.html,连载中,499505,重生,107,7802,40
新网王之时光海,青墨浅兮,http://book.zongheng.com/book/695018.html,连载中,11679,同人,1,93,20
无悔征途,沐暖阳,http://book.zongheng.com/book/613446.html,连载中,77209,异世,30,398,6
我在异世大陆,爱吃鸡爪,http://book.zongheng.com/book/639787.html,连载中,4209,异世,0,25,2
中世纪与三明治,天麟逆水,http://book.zongheng.com/book/699581.html,连载中,12186,异世,1,9,1
奇门异事,高逸,http://book.zongheng.com/book/699700.html,连载中,11151,异闻,2,35,13
许你三千妖娆,四叶清弦,http://book.zongheng.com/book/667554.html,连载中,19908,玄幻,1,51,0
精灵妹妹,半月玄,http://book.zongheng.com/book/699424.html,连载中,35540,异世,1,17,7
相遇浪漫庄园,相遇2008,http://book.zongheng.com/book/693900.html,连载中,49405,游戏,3,143,62
噬云决,枭爷,http://book.zongheng.com/book/700488.html,连载中,61077,玄幻,2,15,3
不灭神域,涉猎老大,http://book.zongheng.com/book/684581.html,连载中,138034,玄幻,15,1040,10
睿式录,ZR秦兽,http://book.zongheng.com/book/692182.html,连载中,25984,都市,0,15,0
创世纪年代,雪叔,http://book.zongheng.com/book/698685.html,连载中,17637,进化,1,44,8
欲凌仙穹,新不了情,http://book.zongheng.com/book/699109.html,连载中,4416,仙侠,0,10,1
灼天,玩命打更的老鼠,http://book.zongheng.com/book/666878.html,连载中,82486,玄幻,32,368,3
王者荣耀之绝影神枪,嘹望远方的狗,http://book.zongheng.com/book/694981.html,连载中,67103,游戏,10,334,66
异界平民,钟望,http://book.zongheng.com/book/700176.html,连载中,2064,异世,3,11,2
异域铁西,封栎,http://book.zongheng.com/book/699814.html,连载中,28739,修真,1,18,7
孤阳,畔道者,http://book.zongheng.com/book/636926.html,连载中,87743,都市,41,579,5
痴人说事,枫叶秋魂,http://book.zongheng.com/book/650894.html,连载中,104237,校园,27,1020,16
冰王传,二到底,http://book.zongheng.com/book/646266.html,连载中,292095,修真,4,1402,52
斗力苍穹,斗天,http://book.zongheng.com/book/589859.html,连载中,55612,玄幻,2,281,3
纵界途行,陵走,http://book.zongheng.com/book/694136.html,连载中,66558,玄幻,2,97,3
时光吊坠之另一个世界,欧阳南,http://book.zongheng.com/book/700501.html,连载中,2337,都市,0,15,6
透视神医,有你而变,http://book.zongheng.com/book/695131.html,连载中,1383131,都市,12,205,44
天使路人,Ci魅,http://book.zongheng.com/book/698952.html,连载中,14089,校园,1,17,1
心理缉凶之救赎,小书有大智慧,http://book.zongheng.com/book/699209.html,连载中,10294,推理,0,29,6
天君纪,上官苍岚,http://book.zongheng.com/book/699346.html,连载中,4182,异世,0,14,1
我是活体解剖官,育在雕琢,http://book.zongheng.com/book/685068.html,连载中,1296707,推理,10,381,46
白夜君王,再筑高楼,http://book.zongheng.com/book/700203.html,连载中,36072,争霸,1,29,7
女皇陛下重生于现代逆袭,二怡candy,http://book.zongheng.com/book/696697.html,连载中,18711,都市,0,26,1
异界昊途,祥子义,http://book.zongheng.com/book/700422.html,连载中,3292,玄幻,0,16,2
我的青春不可能那么不奇妙,老阿萌,http://book.zongheng.com/book/699335.html,连载中,17065,校园,1,24,2
参天三面,泉下有桥,http://book.zongheng.com/book/590426.html,连载中,105651,异世,15,566,13
末世道具大师,森山,http://book.zongheng.com/book/700558.html,连载中,48551,玄幻,0,16,9
都市医修,大高手,http://book.zongheng.com/book/700559.html,连载中,22388,都市,0,59,52
乱世颜良,枫林无双,http://book.zongheng.com/book/700560.html,连载中,83034,历史,1,114,95
杀手羽,公子御,http://book.zongheng.com/book/700561.html,连载中,36097,都市,0,11,6
吞噬天下,残月孤影.,http://book.zongheng.com/book/700562.html,连载中,39593,玄幻,0,30,25
黄帝内经,晏子心.,http://book.zongheng.com/book/700563.html,连载中,30835,玄幻,0,11,6
都市之特种兵王,虚空假面,http://book.zongheng.com/book/700564.html,连载中,33396,都市,3,21,15
官路无涯,城歌,http://book.zongheng.com/book/700565.html,连载中,38827,都市,0,30,19
黑客之天下由我,暗夜默然,http://book.zongheng.com/book/700566.html,连载中,74114,都市,0,8,2
天之仙侣,潇潇弦.,http://book.zongheng.com/book/700567.html,连载中,37888,修真,0,7,3
异界之绝世风流,天寒邪雨.,http://book.zongheng.com/book/700568.html,连载中,41215,玄幻,0,45,42
三千将羽,毒蛇.,http://book.zongheng.com/book/700569.html,连载中,98510,玄幻,0,5,1
浪在无限,小屋师爷,http://book.zongheng.com/book/700570.html,连载中,44012,玄幻,0,8,6
太极神帝,我本天骄,http://book.zongheng.com/book/700571.html,连载中,41590,玄幻,2,12,8
史上第一国王,西瓜霜,http://book.zongheng.com/book/700572.html,连载中,48849,玄幻,0,10,4
绝世霸天,白色的夜晚.,http://book.zongheng.com/book/700573.html,连载中,35279,玄幻,0,7,5
末日无限吞噬,血色执政官,http://book.zongheng.com/book/700574.html,连载中,59056,科幻,1,60,43
三国情缘录,裁决之杖.,http://book.zongheng.com/book/700575.html,连载中,56993,历史,0,26,20
天界传说,赤色心魔,http://book.zongheng.com/book/700576.html,连载中,73995,玄幻,0,3,1
一生挚爱,彩蝶翩翩,http://book.zongheng.com/book/700577.html,连载中,46547,都市,0,8,5
冥界玄门,邵晓恒,http://book.zongheng.com/book/700580.html,连载中,30353,玄幻,0,3,0
弃世劫,情帝,http://book.zongheng.com/book/700581.html,连载中,61963,玄幻,0,7,4
圣饰,TomiCaT,http://book.zongheng.com/book/700582.html,连载中,32829,玄幻,0,4,1
极品刀神,尘心公子,http://book.zongheng.com/book/700584.html,连载中,56458,都市,1,14,8
西蒙战记之地精传奇,风语者.,http://book.zongheng.com/book/700585.html,连载中,75216,玄幻,0,6,2
国之黑道枭雄,雪舞寒江,http://book.zongheng.com/book/700586.html,连载中,48985,都市,2,14,11
异能皇者,风小子,http://book.zongheng.com/book/700587.html,连载中,34521,都市,0,12,4
零界点,巅峰凌雨,http://book.zongheng.com/book/700588.html,连载中,49837,玄幻,0,6,2
瞳修魔尊,蟀泣,http://book.zongheng.com/book/700590.html,连载中,40725,玄幻,0,13,7
仙岐,暴君,http://book.zongheng.com/book/700592.html,连载中,46527,修真,0,7,5
剑客系统,飞翔的鼠标,http://book.zongheng.com/book/700593.html,连载中,33740,玄幻,2,79,65
淡定哥,安涛,http://book.zongheng.com/book/700595.html,连载中,27300,都市,0,5,2
狼行末世,末路刀客,http://book.zongheng.com/book/693390.html,连载中,68158,末世,7,155,46
拘魂大陆,尖椒土豆丝哈,http://book.zongheng.com/book/699663.html,连载中,16919,异世,0,11,1
天顺风云录,登楼唱渔歌,http://book.zongheng.com/book/657541.html,连载中,102700,武侠,2,731,75
陵焚世界,焰邙,http://book.zongheng.com/book/695573.html,连载中,44061,异世,2,23,0
超级高中生,孤寂之鹰,http://book.zongheng.com/book/697130.html,连载中,12797,异术,110,2203,2
灵术大陆,逼T,http://book.zongheng.com/book/666157.html,连载中,43615,玄幻,3,129,1
本源之路,黑之颂,http://book.zongheng.com/book/700602.html,连载中,7975,异世,0,4,1
无限江山,琢玉郎,http://book.zongheng.com/book/589614.html,连载中,599914,架空,192,19238,337
替身行道,艾世摩卡,http://book.zongheng.com/book/695470.html,连载中,2655,架空,0,6,1
纯白净世,青花雨雪,http://book.zongheng.com/book/699414.html,连载中,8048,都市,0,11,3
大风起兮君莫离,练实,http://book.zongheng.com/book/698718.html,连载中,4617,灵异,1,17,1
屌丝之作死系统,雪月夜吹风,http://book.zongheng.com/book/699423.html,连载中,9330,都市,1,19,3
奇葩三国,马小胖和李豆芽,http://book.zongheng.com/book/700277.html,连载中,2043,校园,0,11,6
梦三国吕离传,镜水镜,http://book.zongheng.com/book/555943.html,连载中,171614,玄幻,9,2029,8
乐道秘闻录,乐道众创,http://book.zongheng.com/book/633800.html,连载中,25829,灵异,7,383,6
小卡走天下,淡神韵,http://book.zongheng.com/book/472168.html,连载中,15702,奇幻,1,73,3
无上皇尊,教主在这里,http://book.zongheng.com/book/698026.html,连载中,28455,玄幻,1,26,3
异世之科技帝国,诛邪退散,http://book.zongheng.com/book/691631.html,连载中,12884,异世,0,11,2
大明商人,古元,http://book.zongheng.com/book/695321.html,连载中,30703,历史,1,106,29
重生之二十三年,新世界的麻雀,http://book.zongheng.com/book/698775.html,连载中,54451,重生,1,79,19
老华的剑神之路,刷屏老狗,http://book.zongheng.com/book/695305.html,连载中,5387,武侠,1,54,35
神游瞬间,冰情水木,http://book.zongheng.com/book/700618.html,连载中,42636,修真,0,7,4
帝国大陆Caesar,圆桌骑士长凯撒,http://book.zongheng.com/book/669508.html,连载中,92502,争霸,4,182,1
浮生游梦,安若命,http://book.zongheng.com/book/614646.html,连载中,31653,架空,3,1624,65
桓灵,黄昏下的童话,http://book.zongheng.com/book/700552.html,连载中,2939,历史,0,20,16
网游之杀戮契印,蚀光,http://book.zongheng.com/book/607286.html,连载中,182520,游戏,4,2344,64
术魂之师,风吹竹香飘,http://book.zongheng.com/book/686770.html,连载中,28505,修真,5,201,60
换种方式来爱你,岚哆,http://book.zongheng.com/book/215005.html,连载中,5841,都市,1,73,0
混沌缥缈录,心诚缘达,http://book.zongheng.com/book/699560.html,连载中,31919,争霸,0,13,0
都市之孤狼回归,岂若元,http://book.zongheng.com/book/699228.html,连载中,31019,都市,5,83,2
九夜行,新诗旧梦,http://book.zongheng.com/book/700272.html,连载中,6924,仙侠,0,13,4
神雕之武修文传,妄壹,http://book.zongheng.com/book/696754.html,连载中,71007,同人,9,760,191
火树银花,蛇和摩羯,http://book.zongheng.com/book/698663.html,连载中,31967,异世,2,53,6
这么多年,鹿年年,http://book.zongheng.com/book/683147.html,连载中,31848,都市,1,298,134
加油男孩,王源,http://book.zongheng.com/book/697795.html,连载中,31192,校园,1,24,1
盗鬼棺,月上青草,http://book.zongheng.com/book/617394.html,连载中,1154831,推理,6,1099,18
南山阁,暖雨阁y,http://book.zongheng.com/book/611107.html,连载中,557630,修真,2,1187,59
大周天,秋午满零落,http://book.zongheng.com/book/526379.html,连载中,288933,神话,26,6470,552
恶魔的追爱计划,洛晴天,http://book.zongheng.com/book/697392.html,连载中,104134,文集,0,9,1
生者世界,于烬Aprblack,http://book.zongheng.com/book/686704.html,连载中,80692,末世,2,270,59
末道逍魂,一虫二心,http://book.zongheng.com/book/698839.html,连载中,14232,玄幻,1,16,1
古天剑,透透,http://book.zongheng.com/book/477949.html,连载中,304023,异世,12,2029,11
本屌丝要追女主播,超过粥猩吃,http://book.zongheng.com/book/700479.html,连载中,9239,都市,1,17,9
云印,彻夜寒鸣,http://book.zongheng.com/book/693432.html,连载中,3282,修真,31,604,72
万古仙域,猪老哥,http://book.zongheng.com/book/699955.html,连载中,8709,仙侠,1,16,2
绝密档案：怨灵师,百里安,http://book.zongheng.com/book/697472.html,已完结,1095360,文集,1,52,21
黑夜中的曼陀罗,小时候很纯,http://book.zongheng.com/book/683451.html,连载中,8536,争霸,1,17,0
怪物猎人之遗猎长曲,一案竹马,http://book.zongheng.com/book/691767.html,连载中,92883,穿梭,2,105,65
无赖成性错把黑少调戏成度,落荨墨,http://book.zongheng.com/book/684239.html,连载中,53179,都市,2,117,1
人间修罗场,三千世界雪,http://book.zongheng.com/book/698355.html,连载中,31034,灵异,1,34,4
僵尸皇者,骑猪去流浪,http://book.zongheng.com/book/698804.html,连载中,28309,重生,5,83,20
把马牵回家,管管管家公,http://book.zongheng.com/book/697231.html,连载中,15369,都市,0,19,3
快穿特工倾世姐妹花,柔璃之梦,http://book.zongheng.com/book/697411.html,连载中,13701,玄幻,8,102,31
苍天可逆我必凌天,傲公子,http://book.zongheng.com/book/700090.html,连载中,11699,玄幻,1,15,2
末日之明天,面包小鬼,http://book.zongheng.com/book/655015.html,连载中,79692,末世,4,582,82
异能神王传,异能神,http://book.zongheng.com/book/693372.html,连载中,5088,异世,1,27,3
星乱九州,行走的赫尔萌,http://book.zongheng.com/book/698288.html,连载中,35492,玄幻,2,26,6
炼金教皇,隐居的黑猫,http://book.zongheng.com/book/700674.html,连载中,3342,奇幻,1,9,7
狂拽奇葩摄政王妃,涟聍,http://book.zongheng.com/book/700673.html,连载中,7555,修真,0,11,6
九转屠神,侠客孤,http://book.zongheng.com/book/693904.html,连载中,81919,修真,1,83,43
九符至尊,嘉岐先生,http://book.zongheng.com/book/692735.html,连载中,13241,修真,0,68,55
惊心动魄的旅途,坚石,http://book.zongheng.com/book/640530.html,连载中,537711,战争,7,1570,68
导魔,糯米没有鸡,http://book.zongheng.com/book/699558.html,连载中,16409,玄幻,7,81,6
反转烈焰,北岸南屿,http://book.zongheng.com/book/693177.html,连载中,30684,奇幻,1,23,5
宠恋双胞胎之一,双鱼艾妍沫,http://book.zongheng.com/book/698156.html,连载中,15305,校园,0,44,7
校园极品特工,骑着蚂蚁的狼,http://book.zongheng.com/book/593878.html,连载中,1328786,都市,200,10070,148
神奇道具师,道三生,http://book.zongheng.com/book/656318.html,连载中,903871,穿梭,2024,91130,3344
校园风流少侠,梁角耳,http://book.zongheng.com/book/637624.html,连载中,12136,校园,4,317,9
意外的爱情,黑豆宝贝,http://book.zongheng.com/book/696712.html,连载中,12822,都市,0,235,116
疯狂的细胞,一笑倾城哦,http://book.zongheng.com/book/695074.html,连载中,39077,进化,3,126,41
攻略痴情男神,尔珊,http://book.zongheng.com/book/698846.html,连载中,12479,穿梭,0,8,4
相守红尘,波波LOVE,http://book.zongheng.com/book/648227.html,连载中,193819,异世,2,375,3
绝恋神魔,天主堂,http://book.zongheng.com/book/639679.html,连载中,8458,玄幻,0,28,4
御龙风云录,0刘文山0,http://book.zongheng.com/book/686779.html,连载中,43139,武侠,4,377,71
暗夜魔君,嚼泥衮揩,http://book.zongheng.com/book/699690.html,连载中,47416,异术,3,24,3
大时空传,淡定454,http://book.zongheng.com/book/300226.html,连载中,447424,异世,6,1479,9
剑傲武尊,唐十九公子,http://book.zongheng.com/book/684572.html,连载中,32116,玄幻,0,13,2
踏河,莫衷,http://book.zongheng.com/book/700139.html,连载中,2090,玄幻,0,5,0
我叫鬣狗,红色的便便,http://book.zongheng.com/book/695351.html,连载中,37252,进化,1,66,17
追星秘史,洛九流,http://book.zongheng.com/book/695849.html,连载中,47389,都市,1,42,8
笑相逢,谁也别惹我,http://book.zongheng.com/book/697268.html,连载中,15370,推理,2,61,3
风雨路,波波维奇311,http://book.zongheng.com/book/698942.html,连载中,43079,玄幻,0,2,0
摸金关中,此盗非比盗,http://book.zongheng.com/book/700069.html,连载中,17815,异闻,1,35,22
葬天神魔绝,此刻我离开,http://book.zongheng.com/book/689813.html,连载中,148049,异世,0,47,0
剑归尘,名若,http://book.zongheng.com/book/698672.html,连载中,38659,武侠,0,38,8
三流人,墨神机,http://book.zongheng.com/book/700483.html,连载中,2020,都市,0,12,9
燃烧的瓦伦丁,光之鸦,http://book.zongheng.com/book/690529.html,连载中,52044,异术,0,43,4
逆世伐仙,脾气,http://book.zongheng.com/book/692207.html,连载中,46355,争霸,11,299,26
剑心浩荡,江水清灵,http://book.zongheng.com/book/698186.html,连载中,4707,武侠,0,6,2
九洲天,成精的核桃,http://book.zongheng.com/book/688481.html,连载中,116100,玄幻,4,82,4
瑾陌星沉,寒夜幽痕,http://book.zongheng.com/book/695337.html,连载中,55466,校园,3,44,2
杀戮菜刀,腹黑的海浪,http://book.zongheng.com/book/700240.html,连载中,5068,潜伏,1,34,12
混沌之决,夜思情,http://book.zongheng.com/book/699899.html,连载中,5555,修真,0,14,2
天玄泣,烟语笑嫣然,http://book.zongheng.com/book/700727.html,连载中,13277,仙侠,1,15,9
破碎重组,墟烟,http://book.zongheng.com/book/697789.html,连载中,8839,异术,3,11,2
泣血征途,三月无声,http://book.zongheng.com/book/691417.html,连载中,89295,玄幻,2,59,4
女娲神卷,折戟沉沙,http://book.zongheng.com/book/697492.html,连载中,53022,文集,0,23,3
荒武大陆,头骨啃狗,http://book.zongheng.com/book/698141.html,连载中,83129,异世,1,28,2
军皇传说,中堂,http://book.zongheng.com/book/699709.html,连载中,39057,异世,3,45,6
洞庭奇缘,江河月7788,http://book.zongheng.com/book/692296.html,连载中,23492,重生,1,117,28
娱乐圈之最强袭,牧神空,http://book.zongheng.com/book/698528.html,连载中,48099,都市,0,30,4
侠间行,昺生,http://book.zongheng.com/book/635326.html,连载中,73471,武侠,2,664,105
九火星系,朋克风,http://book.zongheng.com/book/700738.html,连载中,4309,异世,0,5,2
